#Longitude	Latitude
95.647	4.7678
95.327	5.6069
	
95.868	2.8099
96.552	2.3780
95.868	2.8099
	
97.303	1.4030
98.043	0.97070
97.424	1.2478
97.303	1.4030
	
101.82	1.7908
101.62	2.0678
101.82	1.7908
	
102.16	1.6689
102.58	1.3476
102.16	1.6689
	
104.67	1.1702
104.45	1.2146
104.67	1.1702
	
109.62	2.0568
110.33	1.7687
111.21	1.8573
111.48	2.5331
112.09	2.9650
112.99	3.2085
113.64	3.9830
114.01	4.5910
	
114.01	4.5910
114.72	4.8893
115.22	4.9335
115.24	4.9335
	
115.24	4.9335
115.59	5.5076
116.37	6.3896
116.80	6.6980
117.30	6.6209
117.66	6.0259
118.05	5.6731
119.25	5.2979
118.25	4.7567
118.15	4.2705
117.66	4.1931
	
117.66	4.1931
117.73	3.6401
117.41	3.1864
117.93	2.0678
118.81	0.84880
117.85	0.70460
117.58	0.0000
	
109.20	0.0000
109.13	1.4141
109.62	2.0568
	
119.45	11.338
119.60	10.544
118.15	9.0367
117.83	9.2228
119.22	10.533
119.40	11.295
119.45	11.338
	
119.88	11.925
119.88	11.881
119.88	11.925
	
119.91	12.293
120.00	12.174
	
120.00	12.174
119.91	12.293
	
119.88	4.9887
	
119.95	0.0000
120.00	0.21040
	
120.00	26.803
120.08	26.856
120.74	27.781
121.46	28.649
121.83	29.201
121.80	29.664
121.45	30.000
	
121.45	25.275
121.78	24.743
121.41	23.276
120.74	21.998
120.25	24.017
121.40	25.265
	
123.73	24.421
	
124.11	24.400
	
127.80	26.520
128.01	26.530
127.75	26.460
127.80	26.520
	
128.93	27.790
128.90	27.878
128.93	27.790
	
129.40	28.415
129.32	28.191
129.40	28.415
	
125.31	24.823
	
120.00	12.174
120.11	12.022
120.00	12.174
	
120.38	13.417
121.35	13.287
121.23	12.185
120.38	13.417
	
122.25	18.423
122.34	17.284
121.84	15.978
121.62	14.610
122.29	14.149
123.26	14.030
123.74	13.330
124.11	12.791
123.35	13.061
122.69	13.266
121.49	13.708
120.83	14.396
120.10	15.049
120.34	16.393
120.72	18.602
122.23	18.476
122.25	18.423
	
121.89	14.996
122.00	15.039
	
121.87	13.320
122.08	13.201
121.87	13.320
	
121.99	12.445
	
122.44	12.445
122.44	12.445
	
123.00	13.115
123.30	12.780
123.00	13.115
	
123.66	12.628
	
123.26	12.564
124.03	11.925
123.21	12.000
123.26	12.564
	
124.32	12.520
125.00	12.585
125.60	11.295
124.99	11.675
124.32	12.520
	
121.93	11.870
122.83	11.545
122.36	10.642
121.93	11.870
	
122.65	10.664
	
122.96	10.827
123.37	10.217
122.79	9.3540
122.93	10.784
122.96	10.827
	
124.41	11.653
	
124.32	11.491
125.00	10.958
124.76	10.490
124.32	11.491
	
125.55	10.162
125.65	9.9441
125.55	10.162
	
126.02	9.9987
	
124.00	11.219
123.70	10.021
123.69	10.511
124.00	11.219
	
123.83	9.8458
124.57	10.021
123.85	9.7803
123.83	9.8458
	
125.42	9.7147
126.03	9.2775
126.43	8.1818
126.27	6.5878
125.58	7.0392
125.29	5.8936
124.05	6.7861
123.42	7.5670
122.85	7.5010
121.94	7.1272
123.09	8.4890
124.27	8.4890
125.38	8.9491
125.42	9.7147
	
121.83	6.6319
	
120.95	5.8716
121.05	5.8605
120.95	5.8716
	
145.32	20.003
	
145.89	18.139
145.88	18.128
145.89	18.139
	
145.79	15.017
	
144.95	13.514
144.82	13.438
144.95	13.514
	
134.73	7.6658
134.70	7.6548
134.73	7.6658
	
138.24	9.5836
	
121.12	1.3254
122.15	1.1037
123.46	0.94850
125.02	1.7244
124.26	0.36100
122.15	0.46080
120.50	0.46080
120.61	0.0000
	
120.00	0.21040
120.13	0.76010
121.12	1.3254
	
125.43	3.7175
	
126.77	4.5358
	
128.56	2.6549
128.30	2.1897
128.50	2.6549
	
127.94	2.2229
128.03	1.4141
128.24	1.4141
128.51	0.61600
127.93	0.061700
127.72	0.094900
127.55	1.7798
127.94	2.2229
	
166.49	19.366
	
153.95	24.350
153.94	24.390
	
152.13	7.1161
	
153.66	5.6069
	
158.29	7.0062
	
163.11	5.3641
	
166.91	9.2884
167.44	9.2993
167.46	8.9929
166.91	9.2884
	
166.89	11.414
166.76	11.154
166.89	11.414
	
169.55	5.9929
	
170.88	8.8615
171.15	8.5108
170.85	8.8615
170.88	8.8615
	
172.86	1.8906
173.05	1.2811
172.86	1.8906
	
182.56	28.162
	
200.38	22.091
200.63	21.803
200.38	22.091
	
201.88	21.381
201.94	21.236
201.88	21.381
	
202.76	21.081
203.15	20.916
202.76	21.081
	
203.60	20.792
203.76	20.419
203.60	20.792
	
204.13	20.044
204.77	19.857
205.22	19.325
204.39	18.770
204.14	20.044
204.13	20.044
	
203.02	20.750
203.07	20.647
203.02	20.750
	
183.44	0.22790
	
197.92	5.9377
	
202.66	2.0124
203.01	1.5914
202.70	1.9238
202.66	2.0124
	
265.00	29.242
264.61	28.736
263.87	28.425
264.13	28.639
263.87	28.697
263.66	28.581
263.50	28.357
263.02	28.123
262.94	27.800
262.79	27.388
262.55	27.191
262.60	26.678
262.78	26.093
262.91	25.894
	
262.91	25.894
262.95	25.744
262.51	25.375
262.23	24.733
262.27	23.855
262.31	22.286
262.80	21.505
262.83	20.906
263.63	19.826
263.93	19.199
264.71	18.665
265.00	18.649
	
245.70	30.000
245.77	29.798
246.49	29.191
246.98	28.668
247.38	27.966
247.99	27.083
248.30	26.698
248.76	26.212
249.15	25.315
249.47	24.340
250.37	23.764
250.11	22.848
249.03	24.067
248.31	24.511
247.95	24.914
247.63	26.163
246.98	26.905
246.19	26.975
245.60	27.447
245.30	27.761
246.07	28.084
245.67	28.833
245.06	29.394
244.34	29.971
244.33	30.000
	
247.33	30.000
247.37	29.894
247.90	29.143
248.53	28.386
249.32	27.888
249.54	27.329
250.22	26.777
250.94	26.331
250.96	25.545
251.49	25.215
252.17	24.592
253.13	23.834
253.60	23.266
254.46	22.388
254.89	21.360
254.87	20.522
254.72	19.753
255.88	19.032
256.55	18.476
257.25	18.086
258.43	17.770
259.08	17.221
260.12	16.892
261.33	16.510
262.22	16.000
263.22	15.744
264.32	15.829
264.96	16.149
	
241.77	28.959
241.86	28.901
241.77	28.959
	
244.92	27.976
244.94	28.308
244.92	27.976
	
247.02	28.969
246.57	29.413
247.02	29.007
247.02	28.969
	
247.63	28.978
247.85	28.862
247.62	28.940
247.63	28.978
	
246.85	18.150
	
262.68	25.275
262.59	25.144
262.68	25.275
	
263.13	27.937
263.51	28.240
263.02	27.673
263.13	27.937
	
270.00	29.406
269.94	29.371
269.82	29.225
269.64	29.215
269.42	29.184
269.25	29.211
269.04	29.208
268.83	29.264
268.68	29.374
268.58	29.527
268.39	29.612
268.24	29.714
268.06	29.799
267.84	29.780
267.76	29.615
267.54	29.576
267.30	29.612
267.10	29.675
266.88	29.734
266.67	29.789
266.40	29.799
266.13	29.797
265.91	29.741
265.72	29.668
265.54	29.588
265.34	29.515
265.22	29.508
265.28	29.603
265.19	29.772
265.03	29.724
265.02	29.490
265.01	29.254
264.95	29.067
264.86	28.896
264.70	28.793
264.55	28.680
264.37	28.592
264.19	28.503
263.99	28.430
263.92	28.474
264.11	28.552
264.31	28.629
264.16	28.626
263.98	28.616
263.91	28.643
263.77	28.683
263.66	28.609
263.51	28.619
263.62	28.466
263.48	28.356
263.31	28.267
263.17	28.147
262.99	28.078
263.03	28.009
263.00	27.848
262.79	27.781
262.77	27.667
262.80	27.459
262.76	27.249
262.58	27.261
262.56	27.164
262.67	27.015
262.58	26.843
262.62	26.628
262.68	26.431
262.74	26.233
262.81	26.042
262.93	25.899
262.92	25.861
	
265.00	18.649
266.69	18.523
268.38	18.523
269.43	20.111
270.00	20.722
	
269.94	13.728
270.00	13.694
	
267.77	14.591
268.16	14.251
268.71	13.937
269.33	13.885
269.80	13.806
269.94	13.728
	
267.79	14.562
266.47	15.771
265.00	16.186
	
268.66	0.14230
268.72	0.0000
	
268.52	0.0000
268.62	0.12880
268.66	0.14230
	
278.57	30.000
278.60	29.882
278.67	29.700
278.75	29.525
278.82	29.342
278.90	29.169
279.01	29.018
279.12	28.873
279.23	28.717
279.32	28.550
279.34	28.326
279.32	28.105
279.38	27.910
279.48	27.749
279.56	27.574
279.64	27.390
279.72	27.209
279.81	27.037
279.84	26.826
279.85	26.591
279.86	26.348
279.84	26.113
279.78	25.909
279.70	25.728
279.66	25.519
279.56	25.350
279.41	25.241
279.21	25.166
278.97	25.128
278.76	25.191
278.76	25.410
278.68	25.589
278.59	25.763
278.45	25.884
278.25	25.954
278.16	26.125
278.09	26.318
277.97	26.463
278.01	26.633
277.89	26.696
277.87	26.920
277.68	26.900
277.57	27.050
277.45	27.196
277.36	27.360
277.33	27.574
277.39	27.769
277.39	27.944
277.27	27.903
277.16	27.920
277.14	28.147
277.17	28.368
277.22	28.567
277.23	28.798
277.20	29.020
277.10	29.176
276.90	29.247
276.75	29.357
276.63	29.496
276.52	29.644
276.39	29.770
276.27	29.906
276.16	30.000
	
275.60	30.000
275.57	29.959
275.35	29.903
275.16	29.823
274.92	29.789
274.70	29.741
274.55	29.855
274.45	30.000
	
270.25	30.000
270.26	29.983
270.29	30.000
	
270.61	30.000
270.61	29.927
270.48	29.797
270.34	29.678
270.35	29.515
270.49	29.391
270.68	29.315
270.82	29.189
270.68	29.062
270.52	29.105
270.40	29.250
270.22	29.333
270.07	29.444
270.00	29.406
	
281.92	26.819
281.53	26.632
281.92	26.819
	
282.87	26.344
282.70	26.195
282.87	26.344
	
282.62	25.038
	
281.89	25.078
281.91	24.364
281.85	25.208
281.89	25.078
	
282.21	24.313
	
282.17	24.010
	
283.75	25.198
283.63	24.907
283.75	25.198
	
284.56	24.344
284.25	24.686
284.56	24.344
	
285.47	24.162
285.49	24.162
	
284.70	23.595
284.87	23.117
284.70	23.595
	
285.90	22.658
285.60	22.791
285.69	22.331
285.90	22.658
	
287.23	22.341
	
287.78	21.972
287.94	21.931
287.78	21.972
	
286.95	21.395
286.71	21.199
286.95	21.395
	
282.71	21.675
283.17	21.361
283.93	21.135
284.21	20.795
284.94	20.757
285.50	20.353
285.53	20.125
284.55	19.858
283.67	19.947
282.71	19.896
282.33	20.049
282.85	20.327
282.47	20.656
281.79	20.795
281.38	21.386
280.61	21.549
279.72	21.825
278.85	22.100
278.13	22.138
278.03	22.400
277.95	22.624
277.37	22.686
276.52	22.225
275.82	21.963
275.40	21.850
275.27	21.975
275.55	22.425
276.22	22.811
277.13	23.072
277.83	23.171
278.62	23.121
279.50	22.985
280.26	22.686
281.01	22.437
281.35	22.375
281.52	22.200
282.10	21.875
282.62	21.700
282.71	21.675
	
277.17	21.888
277.22	21.499
276.82	21.486
276.95	21.650
277.13	21.888
277.17	21.888
	
281.96	22.300
282.29	22.000
281.92	22.125
281.47	22.375
281.34	22.537
281.71	22.450
281.96	22.300
	
282.85	18.470
283.53	17.891
281.78	18.218
282.85	18.470
	
286.95	18.963
	
288.23	18.047
287.80	18.226
287.03	18.162
286.39	18.265
286.12	18.060
285.63	18.406
285.99	18.598
286.80	18.495
287.41	18.546
287.61	18.700
287.20	19.210
286.80	19.617
286.60	19.808
287.15	19.935
287.64	19.744
287.99	19.757
288.17	19.833
288.20	19.833
	
288.20	19.833
288.53	19.922
289.23	19.909
289.81	19.694
290.23	19.363
290.76	19.312
290.45	19.134
290.94	19.019
291.45	18.751
291.37	18.265
290.87	18.419
290.02	18.406
289.58	18.162
289.32	18.380
288.85	18.085
288.43	17.662
288.28	17.957
288.23	18.047
	
287.18	20.125
287.30	19.998
287.15	20.099
287.18	20.125
	
294.15	18.444
293.91	17.996
293.07	17.983
292.77	18.265
293.15	18.508
293.83	18.508
294.15	18.444
	
295.07	18.407
	
295.15	17.765
	
273.20	20.610
	
278.20	7.7061
	
270.00	20.722
270.65	21.416
272.71	21.571
272.51	20.163
272.31	18.858
271.88	18.544
271.58	18.457
	
271.10	15.944
271.39	16.385
271.64	16.786
271.68	17.507
271.79	18.021
271.81	18.329
271.58	18.457
	
271.62	15.763
271.34	15.763
271.11	15.931
271.10	15.944
	
276.70	15.008
276.20	15.425
275.01	15.931
273.98	15.944
273.11	15.776
272.38	15.841
271.72	15.724
271.62	15.763
	
276.32	10.921
276.21	11.569
276.33	12.387
276.41	13.177
276.60	14.094
276.70	14.826
276.70	15.008
	
277.40	9.6202
276.97	9.9393
276.48	10.550
276.32	10.921
	
282.58	8.6347
281.89	9.2610
280.92	9.5271
280.16	9.3542
279.83	9.2610
279.12	8.9813
278.57	8.8747
277.83	9.0079
277.67	9.4207
277.40	9.6202
	
276.98	8.3412
277.15	8.2611
277.57	8.2878
278.11	8.1543
278.52	7.7535
278.81	7.6599
279.10	7.2319
279.72	7.3523
279.85	7.6198
279.49	8.0474
280.04	8.4079
280.53	8.9413
281.12	8.7680
281.63	8.4613
281.88	8.3279
281.79	7.5663
282.08	7.2988
	
274.23	11.067
274.23	10.749
274.23	10.125
274.70	9.8064
275.02	9.8596
274.82	10.046
275.18	9.9658
275.55	9.5138
276.20	9.1678
276.34	8.5680
276.60	8.6614
276.87	8.5280
276.98	8.3412
	
272.64	13.032
272.43	12.993
272.72	12.598
273.08	12.242
273.51	11.741
273.98	11.371
274.20	11.106
274.23	11.067
	
272.23	13.400
272.46	13.361
272.59	13.111
272.64	13.019
	
270.00	13.694
270.38	13.492
270.91	13.361
271.50	13.190
272.03	13.269
272.20	13.361
272.23	13.400
	
274.33	12.084
274.77	11.767
275.10	11.146
274.77	11.146
274.33	11.344
274.08	11.873
274.17	12.111
274.33	12.084
	
282.08	7.2988
282.23	6.8839
282.59	6.4417
282.63	5.6771
282.56	4.9519
282.54	4.0239
282.97	3.9028
282.68	3.4451
282.25	2.6773
281.65	2.5695
281.39	1.8956
281.05	1.6664
281.12	1.3157
	
281.12	1.3157
280.74	1.1134
280.15	0.80320
279.93	0.10180
279.89	0.0000
	
288.65	11.820
288.82	12.084
288.38	12.401
288.03	12.177
287.62	11.767
286.65	11.331
285.80	11.278
285.48	10.775
284.96	10.974
284.37	10.285
284.11	9.4074
283.41	8.8214
283.20	8.3412
283.08	8.0340
282.64	8.5680
282.58	8.6347
	
300.00	8.3477
299.56	8.4746
299.01	8.5013
299.21	9.0079
298.41	9.6867
297.60	9.9526
297.33	10.258
297.43	10.523
297.89	10.682
296.67	10.709
295.81	10.603
295.86	10.431
294.70	10.139
294.06	10.377
293.22	10.603
292.29	10.523
291.72	11.014
290.93	11.411
290.33	11.675
289.98	12.203
289.78	11.715
290.21	11.622
289.74	11.397
288.96	11.080
288.55	10.802
288.65	10.218
288.96	9.4607
288.43	9.0479
288.00	9.8994
288.32	10.457
288.39	10.855
288.26	11.212
288.28	11.635
288.63	11.820
288.65	11.820
	
290.95	12.299
	
291.63	12.288
	
296.10	11.171
295.71	11.095
296.10	11.171
	
298.45	12.180
	
298.97	13.304
	
299.08	14.036
	
298.80	14.905
298.81	14.755
298.80	14.905
	
298.68	15.621
	
298.58	16.505
298.42	16.186
298.58	16.505
	
298.18	17.152
	
297.22	17.427
	
299.49	11.345
	
299.03	10.736
298.97	10.364
298.45	10.046
298.32	10.152
298.51	10.590
298.48	10.749
299.01	10.815
299.03	10.736
	
300.21	8.2878
300.00	8.3477
	
302.97	5.7845
302.66	6.2272
302.00	6.7633
301.49	6.9240
301.31	7.5663
300.63	8.1810
300.26	8.2744
300.21	8.2878
	
306.02	5.5026
305.51	5.8516
304.44	5.8785
303.51	5.8248
303.09	5.8919
302.97	5.7845
	
308.48	4.0508
308.13	4.5216
307.76	4.8577
307.09	5.2474
306.33	5.5831
306.03	5.5026
306.02	5.5026
	
309.81	0.45850
310.14	0.22570
309.81	0.45850
	
310.55	0.0000
310.58	0.020900
310.59	0.0000
	
310.05	0.47950
309.96	0.35810
310.05	0.47950
	
309.70	0.020900
309.69	0.0000
	
309.69	0.0000
309.70	0.020900
	
309.00	0.0000
309.42	0.39860
309.87	0.85720
310.12	1.6259
309.58	1.8821
309.33	2.6773
309.04	3.5394
308.76	4.1450
308.58	4.1585
308.48	4.0508
	
343.82	28.554
343.83	28.418
343.82	28.554
	
344.39	28.145
344.68	27.891
344.39	28.145
	
346.19	28.690
345.80	28.116
346.19	28.690
	
346.62	29.184
346.50	28.962
346.62	29.184
	
335.01	17.141
	
336.07	16.558
335.97	16.537
336.07	16.558
	
337.11	16.887
	
337.13	16.122
	
336.30	15.248
	
335.66	14.916
	
360.00	5.5604
359.88	5.5153
357.59	4.8751
357.23	4.9524
	
352.48	4.4190
352.78	4.3401
353.28	4.5983
353.99	4.8851
354.46	4.9854
354.93	5.0714
355.51	5.1574
356.09	5.2075
356.68	5.0786
356.93	5.0714
357.22	4.9528
	
348.55	7.0102
348.71	6.8602
348.89	6.6459
349.27	6.3027
349.81	5.9808
350.29	5.5872
350.74	5.1359
351.22	4.8635
351.68	4.6341
352.22	4.4548
352.48	4.4190
	
346.76	9.1327
346.73	8.9338
346.81	8.7347
346.94	8.4786
346.83	8.2722
347.10	8.0301
347.25	7.7949
347.63	7.5026
347.88	7.3171
348.25	7.1315
348.55	7.0102
	
344.96	10.981
344.99	10.798
345.16	10.854
345.33	10.706
345.58	10.274
345.99	9.9699
346.30	9.6296
346.51	9.4167
346.67	9.2108
346.76	9.1327
	
344.96	10.982
344.60	11.616
344.33	11.736
343.35	12.256
343.29	12.454
	
343.26	13.085
343.23	12.700
343.24	12.440
343.29	12.454
	
343.47	13.645
343.37	13.512
343.19	13.330
343.20	13.162
343.26	13.085
	
343.49	16.148
343.47	15.740
343.17	15.289
342.78	14.907
342.46	14.803
342.65	14.768
342.96	14.476
343.24	13.987
343.41	13.715
343.47	13.645
	
343.07	21.062
343.29	21.076
343.46	20.686
343.75	20.463
343.83	19.950
343.65	19.510
343.73	19.205
343.99	18.544
344.01	18.141
343.94	17.491
343.68	16.886
343.56	16.507
343.50	16.176
343.49	16.148
	
343.08	21.024
343.69	22.576
344.60	24.243
346.25	26.602
347.06	27.734
	
347.06	27.734
348.84	28.574
349.76	29.174
	
349.76	29.174
350.08	29.599
	
350.08	29.599
350.12	30.000
	
359.88	8.2573
359.82	8.1651
359.74	8.1144
359.85	8.0366
359.91	7.9425
359.96	7.8122
360.00	7.8050
	
360.00	6.2713
359.96	6.3543
359.90	6.4723
359.79	6.5504
359.68	6.6175
359.56	6.6774
359.42	6.7137
359.30	6.7790
359.21	6.8680
359.18	6.9623
359.28	6.8843
359.39	6.8026
359.49	6.8026
359.57	6.7972
359.67	6.7300
359.78	6.7282
359.85	6.6230
359.97	6.6593
360.00	6.6580
	
360.00	6.7442
359.96	6.7518
360.00	6.8371
360.00	6.8390
	
360.00	7.1127
359.93	7.1237
359.78	7.1581
359.91	7.2035
360.00	7.1958
	
360.00	7.4318
359.91	7.4427
359.88	7.5315
360.00	7.5099
	
360.00	7.5544
359.99	7.5732
359.87	7.6293
359.74	7.5714
359.64	7.4935
359.52	7.4445
359.40	7.4717
359.51	7.5405
359.64	7.5750
359.75	7.6492
359.84	7.7090
359.86	7.8231
359.83	7.9697
359.73	8.0239
359.61	7.9588
359.62	8.0529
359.50	8.0674
359.38	8.0493
359.31	8.0330
359.22	7.9443
359.24	8.0402
359.31	8.1578
359.35	8.1976
359.23	8.2537
359.23	8.3116
359.19	8.4002
359.13	8.5267
359.03	8.6098
358.94	8.5628
358.88	8.5683
358.78	8.5664
358.74	8.6152
358.68	8.6026
358.57	8.6423
358.47	8.6730
358.57	8.7507
358.70	8.7976
358.83	8.7453
358.96	8.6911
359.00	8.7579
358.89	8.8302
358.85	8.9728
358.80	9.1045
358.91	9.0919
358.95	8.9746
358.97	8.8554
359.04	8.7417
359.11	8.6333
359.21	8.5592
359.24	8.6730
359.24	8.7904
359.30	8.6748
359.31	8.6008
359.28	8.4598
359.35	8.3549
359.45	8.2790
359.54	8.1940
359.63	8.2284
359.76	8.2429
359.88	8.2591
	
344.12	11.095
344.12	11.095
	
347.57	7.4973
347.57	7.4975
	
0.0000	50.852
1.2955	51.061
0.88750	51.544
1.3396	51.906
1.2734	52.942
0.11580	52.829
0.10470	53.524
0.25910	53.596
0.0000	53.917
	
5.0110	53.214
	
3.5336	51.351
4.1510	51.413
4.7133	51.715
4.2944	51.994
5.0441	52.903
	
4.0628	51.763
	
3.8313	51.694
	
3.6659	51.537
	
2.8060	51.095
3.5336	51.351
	
5.1323	43.384
4.3936	43.465
3.1588	43.038
3.2250	42.397
	
3.2249	42.397
2.4642	41.468
0.25910	39.985
0.0055000	38.936
0.0000	38.925
	
1.5932	39.107
	
3.2911	39.960
3.0926	39.356
3.3021	39.985
3.2911	39.960
	
4.3054	40.028
4.1951	40.078
4.3054	40.028
	
0.0000	49.444
0.23700	49.401
1.2404	49.944
2.5083	51.026
2.8058	51.095
	
11.108	59.125
10.590	59.429
10.369	59.836
10.226	59.602
10.138	59.051
8.8258	58.571
6.9956	58.166
5.4631	58.697
5.9041	59.051
6.1356	59.479
5.2315	59.384
6.3341	59.825
6.3001	60.000
	
5.4960	60.000
5.4079	59.958
5.3871	60.000
	
5.4410	59.742
5.2867	59.797
5.3969	59.753
	
5.2646	59.159
5.1764	59.159
5.1985	59.164
	
18.416	60.000
18.473	59.630
17.205	59.569
16.312	59.474
18.330	59.384
17.789	58.949
16.874	58.778
16.544	58.606
16.610	58.230
16.477	57.821
16.069	56.597
14.316	56.077
12.740	55.419
12.398	56.224
12.817	56.554
11.803	57.503
11.340	58.137
11.273	58.282
11.031	58.886
11.108	59.107
	
16.246	56.280
16.918	57.336
16.246	56.329
16.246	56.280
	
18.021	56.965
18.726	57.520
18.407	57.845
18.142	57.116
18.021	56.965
	
23.286	60.000
23.225	59.996
23.216	60.000
	
14.978	55.022
14.912	55.029
14.978	55.022
	
11.413	55.998
11.620	55.979
11.827	55.934
11.733	55.835
11.789	55.751
11.831	55.693
11.942	55.849
11.988	55.898
12.055	55.748
12.023	55.690
12.090	55.847
12.036	55.964
12.011	56.056
12.269	56.144
12.572	55.950
12.652	55.820
12.701	55.669
12.463	55.640
12.275	55.444
12.475	55.349
12.264	55.244
12.228	55.120
12.164	55.013
11.919	55.042
11.732	55.103
11.779	55.185
11.401	55.215
11.258	55.308
11.204	55.467
11.208	55.608
11.048	55.693
11.020	55.760
11.271	55.758
11.512	55.855
11.413	55.998
	
11.843	54.968
11.985	54.916
12.139	54.805
12.015	54.632
11.947	54.708
11.880	54.826
11.770	54.969
11.843	54.968
	
11.291	54.975
11.434	54.890
11.607	54.879
11.722	54.861
11.803	54.718
11.585	54.688
11.298	54.716
11.041	54.819
11.057	54.918
11.291	54.975
	
10.043	55.547
10.309	55.597
10.485	55.547
10.618	55.621
10.734	55.462
10.877	55.286
10.771	55.095
10.450	55.064
10.159	55.081
10.116	55.173
9.9117	55.256
9.8234	55.397
9.8081	55.531
10.029	55.539
10.043	55.547
	
10.887	55.070
10.977	55.177
10.899	54.945
10.764	54.729
10.694	54.846
10.754	54.971
10.887	55.070
	
8.6604	54.908
8.0871	55.563
8.2966	56.917
10.072	57.615
10.237	57.074
10.171	56.670
10.788	56.487
10.171	56.102
9.6747	55.619
9.3881	55.167
9.4542	54.908
9.4653	54.896
	
8.6604	54.908
8.7155	54.423
8.8258	53.984
8.5171	53.541
7.7343	53.711
7.4366	53.291
7.0838	53.258
	
9.4653	54.896
9.8842	54.583
10.777	54.359
10.700	53.978
	
5.0500	52.893
5.1236	52.811
5.2278	52.734
5.0817	52.678
5.0281	52.580
5.0492	52.454
5.0958	52.359
5.2406	52.315
5.4017	52.285
5.4408	52.378
5.3522	52.470
5.4275	52.541
5.5242	52.618
5.5481	52.728
5.6036	52.824
5.5108	52.877
5.4178	52.948
5.3944	53.069
5.4447	53.167
5.5297	53.251
5.6678	53.312
5.8278	53.363
6.0386	53.391
6.2092	53.364
6.3839	53.396
6.5739	53.424
6.7717	53.420
6.9142	53.370
7.0308	53.300
7.0789	53.254
	
10.700	53.978
11.439	54.082
12.641	54.462
13.159	54.198
13.964	53.796
14.217	53.887
	
13.512	54.468
13.049	54.365
13.203	54.679
13.500	54.474
	
14.217	53.887
15.739	54.269
17.988	54.870
18.495	54.551
19.553	54.487
	
29.642	45.386
28.859	44.479
28.715	44.392
28.660	43.789
	
28.660	43.789
27.657	42.605
28.032	41.935
	
28.032	41.935
28.980	41.049
26.665	40.421
26.356	40.631
26.058	40.732
	
24.713	40.614
	
25.364	39.923
25.187	39.838
25.364	39.923
	
26.532	39.078
25.992	39.147
26.532	39.078
	
25.970	38.241
25.904	38.319
25.970	38.241
	
28.098	36.073
27.767	36.100
28.098	36.073
	
25.066	35.373
24.008	35.517
24.195	35.211
25.805	34.993
25.496	35.292
25.066	35.373
	
24.945	37.657
24.890	37.666
24.945	37.657
	
25.430	36.918
	
22.034	38.310
21.659	37.306
22.354	36.421
23.015	36.918
23.467	37.403
22.156	38.197
22.034	38.310
	
20.733	38.067
20.634	38.111
20.733	38.067
	
24.570	38.076
23.644	38.751
23.357	38.682
24.449	37.954
24.570	38.076
	
20.050	39.395
	
26.058	40.732
24.427	40.957
24.228	40.244
23.456	40.252
22.817	40.589
23.291	39.164
22.828	38.958
23.633	38.388
23.357	37.954
22.167	38.345
20.755	38.889
20.215	39.668
20.160	39.702
	
20.083	39.685
19.344	40.765
19.465	41.869
19.311	41.894
	
19.311	41.894
18.054	42.735
17.514	43.019
15.684	43.821
14.890	44.958
13.908	44.840
13.633	45.557
	
14.504	45.239
14.658	45.005
14.504	45.239
	
14.283	45.161
14.372	44.974
14.261	44.911
14.283	45.161
	
16.389	43.413
16.808	43.357
16.389	43.413
	
16.643	42.978
16.985	42.946
16.643	42.978
	
7.5468	43.837
6.7310	43.373
5.9041	43.107
5.0992	43.389
5.1322	43.384
	
7.5468	43.837
8.4730	44.321
10.226	43.925
11.130	42.524
12.597	41.556
14.250	40.840
14.934	40.337
15.739	39.872
15.827	38.682
16.091	37.989
16.588	38.812
17.062	39.463
16.985	40.530
18.330	39.914
17.282	40.949
15.882	41.605
15.772	41.951
14.724	42.140
13.853	43.051
13.236	43.749
12.288	44.542
12.255	45.410
13.556	45.765
13.688	45.727
	
15.617	38.319
15.165	37.306
14.449	36.882
12.641	37.631
13.082	38.180
14.294	38.067
15.474	38.276
15.617	38.319
	
14.372	35.948
	
9.1345	41.315
9.5314	41.074
9.6747	39.787
9.0683	39.018
8.4620	39.395
8.4840	40.210
8.2083	40.966
9.1345	41.315
	
9.3440	43.035
9.4212	41.828
8.8478	41.638
8.6163	42.410
9.1014	42.751
9.3440	43.035
	
0.0000	35.998
1.0088	36.443
3.2911	36.798
4.4267	36.930
5.0000	36.900
	
5.0000	36.900
6.3782	37.130
8.0761	36.927
8.7155	36.980
	
8.7155	36.980
10.193	37.244
10.887	37.068
10.832	35.823
10.612	34.585
9.8622	34.071
10.579	33.510
11.318	33.159
	
10.777	33.878
10.711	33.906
10.777	33.878
	
11.318	33.159
13.721	32.778
15.684	31.363
18.098	30.747
19.752	30.670
19.829	32.069
21.935	32.899
23.070	32.200
24.923	31.862
25.022	31.674
	
25.031	31.642
25.084	31.558
25.198	31.522
25.346	31.541
25.496	31.571
25.643	31.591
25.781	31.596
25.911	31.579
26.038	31.566
26.161	31.540
26.294	31.525
26.430	31.514
26.562	31.499
26.692	31.481
26.817	31.461
26.933	31.427
27.042	31.386
27.157	31.350
27.258	31.299
27.352	31.241
27.468	31.210
27.601	31.196
27.726	31.172
27.838	31.132
27.935	31.076
28.059	31.067
28.203	31.065
28.333	31.046
28.464	31.029
28.572	30.985
28.687	30.951
28.787	30.899
28.884	30.842
29.007	30.842
29.141	30.878
29.269	30.918
29.376	30.972
29.491	31.021
29.585	31.085
29.674	31.149
29.772	31.209
29.885	31.259
30.000	31.306
	
19.553	54.487
20.006	54.991
