#Longitude	Latitude
150.97	-9.8008
151.05	-9.9319
150.97	-9.8008
	
150.00	-9.6193
150.15	-9.6916
150.82	-10.368
150.00	-10.387
	
169.54	-0.83630
	
174.32	-0.63680
	
179.15	-8.5095
	
165.73	-10.804
165.94	-10.815
165.73	-10.804
	
184.78	-21.132
184.65	-21.132
184.78	-21.132
	
187.17	-13.471
187.24	-13.816
187.17	-13.471
	
188.05	-13.848
188.02	-14.042
188.05	-13.848
	
189.98	-18.969
	
208.37	-16.744
	
209.99	-17.506
	
186.94	-2.7754
	
189.33	-3.7051
	
188.20	-9.1448
	
199.09	-10.368
	
202.09	-9.0025
	
210.55	-17.570
210.33	-17.643
210.55	-17.570
	
214.36	-17.326
214.31	-17.295
214.36	-17.326
	
214.88	-16.074
214.88	-16.042
	
213.57	-14.428
	
213.89	-14.375
213.89	-14.375
	
219.66	-15.989
	
219.20	-21.751
	
219.41	-19.679
219.42	-19.617
	
214.93	-19.815
	
224.32	-21.463
	
229.73	-25.043
	
222.75	-23.112
	
235.06	-24.641
	
219.91	-8.7287
219.88	-8.8054
219.91	-8.7287
	
221.04	-9.7134
221.05	-9.7680
221.04	-9.7134
	
268.54	-0.32850
268.53	-0.33960
268.54	-0.32850
	
268.72	0.0000
268.90	-0.42440
268.87	-1.0852
268.53	-0.78850
268.74	-0.41080
268.44	-0.10060
268.52	0.0000
	
269.29	-0.20660
	
269.82	-0.53220
269.73	-0.76150
269.52	-0.59970
269.78	-0.50530
269.82	-0.53220
	
250.50	-27.170
250.46	-27.170
	
289.43	-18.212
289.67	-19.674
289.78	-21.746
289.37	-23.432
289.46	-25.017
289.27	-26.245
288.99	-27.450
288.46	-28.942
	
290.33	-15.281
290.59	-15.476
291.03	-15.774
291.18	-16.073
291.02	-16.358
291.10	-16.176
290.83	-16.150
290.56	-16.086
290.18	-15.826
289.94	-15.554
290.16	-15.241
290.33	-15.281
	
288.46	-28.942
288.57	-29.802
288.53	-30.000
	
270.65	-0.74970
270.53	-0.78290
270.65	-0.74970
	
279.89	0.0000
279.58	-0.73450
279.18	-1.0313
279.14	-1.7999
279.38	-2.4874
279.85	-2.4874
280.09	-2.4470
280.12	-3.0938
279.72	-3.4169
279.62	-3.4843
	
279.62	-3.4843
279.22	-3.8477
278.71	-4.6011
278.89	-5.3267
278.92	-5.8906
279.37	-6.3198
280.11	-6.9629
280.51	-7.7255
281.30	-8.9401
281.85	-10.190
282.29	-11.383
282.89	-12.215
283.44	-13.110
283.60	-13.923
284.18	-14.812
284.96	-15.476
285.91	-15.995
287.06	-16.565
287.81	-16.926
288.62	-17.558
289.24	-18.097
289.43	-18.212
	
310.62	-0.14100
310.31	-0.18150
310.55	0.0000
	
310.59	0.0000
310.62	-0.14100
	
311.58	-0.37040
311.58	-0.81550
311.13	-1.4494
310.57	-1.7191
310.07	-1.7864
309.57	-1.6651
309.50	-1.1527
309.47	-0.61320
309.78	-0.26240
310.20	-0.23550
310.72	-0.27590
311.27	-0.20850
311.54	-0.32990
311.58	-0.37040
	
309.47	-0.32990
309.30	-0.54570
308.99	-0.68060
309.07	-0.31650
309.34	-0.060100
309.27	-0.22200
309.47	-0.32990
	
309.69	0.0000
309.65	-0.10060
309.69	0.0000
	
309.84	-30.000
309.95	-29.723
310.30	-29.253
310.92	-28.698
311.31	-28.295
311.39	-27.377
311.36	-26.945
311.27	-26.269
311.54	-25.566
312.16	-24.956
312.55	-24.662
313.25	-24.134
313.75	-23.924
314.30	-23.714
314.88	-23.356
315.38	-23.219
315.50	-22.921
316.22	-22.934
317.30	-22.921
317.96	-22.536
318.63	-22.124
319.16	-20.957
319.71	-20.174
320.09	-19.603
320.36	-18.135
320.72	-17.468
320.86	-16.461
320.91	-15.411
320.86	-14.590
320.91	-13.897
321.08	-13.123
321.55	-12.952
321.98	-12.492
322.48	-11.449
323.04	-10.840
323.73	-10.297
324.31	-9.5791
324.84	-8.8468
325.05	-7.9527
325.12	-6.8692
324.85	-5.7430
324.08	-5.1521
322.96	-5.0312
322.07	-4.3590
321.02	-3.4573
319.73	-2.9321
318.42	-2.9321
317.06	-2.5952
316.27	-2.4740
315.67	-2.4605
315.37	-2.1505
315.03	-1.5303
314.49	-1.3010
313.78	-1.0313
312.63	-0.64020
311.97	-0.82890
311.67	-1.3145
311.09	-1.6786
310.81	-2.3122
310.66	-2.1505
310.45	-1.8943
309.87	-1.9213
309.29	-1.9213
308.69	-1.8943
308.54	-1.8943
309.00	-1.8673
309.39	-1.5842
309.23	-1.2066
309.30	-0.84250
308.88	-1.1797
308.69	-0.73450
308.91	-0.087100
309.00	0.0000
	
354.30	-15.950
	
345.79	-7.9175
	
5.0000	5.8242
3.2470	6.3531
2.7949	6.3201
	
2.7949	6.3201
1.9791	6.2540
	
1.9791	6.2540
1.2734	6.0557
	
1.2734	6.0557
0.0000	5.5604
	
0.0000	7.8050
0.094200	7.7869
0.10330	7.9335
0.11430	8.0674
0.20380	8.1596
0.15810	8.2591
0.19830	8.3351
0.083200	8.3984
0.088700	8.5086
0.15080	8.6170
0.18920	8.5718
0.16910	8.4435
0.28790	8.3947
0.30800	8.3170
0.26780	8.1832
0.30800	8.0963
0.20010	8.0222
0.24400	7.8991
0.27510	7.7524
0.30070	7.5967
0.27690	7.4427
0.31160	7.3249
0.28240	7.1890
0.30070	7.0512
0.26230	6.9061
0.24580	6.7482
0.31890	6.6466
0.19280	6.6011
0.17090	6.4451
0.14350	6.3016
0.10690	6.3488
0.048500	6.3924
0.010100	6.2489
0.0000	6.2713
	
0.0000	6.6580
0.046600	6.6556
0.19280	6.6774
0.11060	6.7228
0.0000	6.7442
	
0.0000	6.8390
0.088700	6.8752
0.059400	6.9732
0.085000	7.1001
0.0000	7.1127
	
0.0000	7.1958
0.039300	7.1926
0.16910	7.2415
0.11610	7.3322
0.030200	7.4282
0.0000	7.4318
	
0.0000	7.5099
0.021100	7.5061
0.0000	7.5544
	
13.611	14.412
14.592	13.574
14.581	12.818
	
13.611	14.412
13.170	13.714
	
5.0000	5.8242
5.4520	4.7978
6.6317	4.3890
7.7343	4.4995
8.3958	4.7426
	
9.6137	0.0000
9.7850	0.18140
9.5203	0.97940
	
9.5204	0.97940
9.6747	1.9877
9.6747	2.1650
	
9.6747	2.1649
9.6637	3.4934
9.3440	3.9469
8.4399	4.6100
8.3958	4.7426
	
8.8925	3.6870
8.8061	3.3423
8.4320	3.3854
8.6119	3.8377
8.8637	3.7229
8.8925	3.6870
	
7.3241	1.7612
7.3528	1.6317
7.2521	1.7252
7.3241	1.7612
	
6.6047	0.46650
6.7054	0.24340
6.4464	0.20030
6.5543	0.45930
6.6047	0.46650
	
13.170	13.714
14.008	12.483
	
14.008	12.483
14.570	12.808
	
32.499	30.000
32.466	29.965
32.474	29.878
32.407	29.800
32.373	29.695
32.360	29.576
32.423	29.488
32.510	29.424
32.573	29.335
32.615	29.226
32.612	29.103
32.623	28.975
32.670	28.870
32.723	28.773
32.779	28.679
32.834	28.583
32.888	28.486
32.949	28.397
33.026	28.323
33.095	28.242
33.177	28.174
33.247	28.093
33.333	28.030
33.417	27.965
33.473	27.875
33.486	27.740
33.502	27.619
33.542	27.509
33.598	27.416
33.665	27.335
33.740	27.262
33.799	27.172
33.833	27.055
33.869	26.943
33.901	26.826
33.929	26.706
33.958	26.586
33.999	26.483
34.060	26.396
34.112	26.300
34.166	26.205
34.227	26.119
34.268	26.013
34.312	25.909
34.366	25.817
34.430	25.734
34.497	25.654
34.551	25.562
34.596	25.460
34.639	25.357
34.691	25.261
34.736	25.158
34.789	25.066
34.846	24.977
34.911	24.896
34.961	24.800
35.011	24.704
35.059	24.608
35.107	24.510
35.168	24.426
35.233	24.346
35.307	24.275
35.390	24.214
35.471	24.150
35.547	24.082
35.637	24.028
35.712	23.958
35.683	23.895
35.567	23.923
35.448	23.933
35.436	23.840
35.475	23.734
35.477	23.607
35.481	23.475
35.490	23.342
35.527	23.238
35.561	23.128
35.565	23.102
	
36.103	4.5216
36.521	2.8626
36.091	3.2167
35.992	4.5216
	
34.030	0.23680
34.410	0.0000
	
34.074	0.23680
32.740	0.14810
32.550	0.0000
	
40.260	15.032
	
40.229	15.158
	
43.392	12.626
	
42.713	13.685
42.653	13.627
42.709	13.633
42.747	13.696
42.710	13.685
	
42.647	13.908
42.718	13.859
42.759	13.909
42.696	13.976
42.650	13.906
	
39.841	16.325
	
39.987	16.076
39.920	16.043
39.978	15.990
40.064	15.968
40.051	16.060
39.986	16.125
39.989	16.079
	
35.551	23.188
36.830	22.003
37.183	20.153
37.955	18.575
38.451	18.091
	
38.459	18.086
38.544	18.055
38.592	17.966
38.642	17.880
38.684	17.784
38.743	17.706
38.788	17.614
38.835	17.526
38.867	17.422
38.882	17.302
38.906	17.193
38.938	17.090
38.962	16.979
39.003	16.885
39.013	16.763
39.028	16.646
39.053	16.536
39.092	16.438
39.100	16.313
39.126	16.204
39.159	16.103
39.183	15.996
39.242	15.919
39.318	15.859
39.376	15.783
39.394	15.679
39.431	15.598
39.533	15.565
39.594	15.492
39.622	15.387
39.669	15.300
39.665	15.191
39.741	15.133
39.833	15.158
39.829	15.264
39.771	15.338
39.804	15.429
39.899	15.454
39.962	15.383
40.046	15.336
40.012	15.251
40.031	15.148
40.103	15.086
40.149	14.999
40.201	14.918
40.307	14.907
40.372	14.975
40.486	14.964
40.583	14.925
40.643	14.853
40.689	14.766
40.760	14.703
40.866	14.673
40.952	14.625
41.083	14.627
41.181	14.596
41.265	14.546
41.318	14.466
41.370	14.387
41.429	14.313
41.484	14.236
41.534	14.154
41.600	14.088
41.659	14.014
41.678	13.921
41.759	13.874
41.840	13.827
41.937	13.840
41.991	13.764
42.032	13.674
42.089	13.600
42.185	13.562
42.252	13.496
42.318	13.431
42.354	13.338
42.375	13.231
42.438	13.162
42.535	13.126
42.649	13.112
42.684	13.018
42.727	12.931
42.800	12.876
42.892	12.869
42.972	12.872
43.032	12.802
43.036	12.796
	
43.036	12.795
43.065	12.709
43.130	12.643
43.182	12.565
43.236	12.490
43.305	12.428
43.336	12.330
43.349	12.217
43.371	12.114
43.350	12.002
43.274	11.948
43.190	11.904
43.091	11.898
43.010	11.850
42.957	11.772
42.854	11.757
42.779	11.702
42.722	11.628
42.682	11.539
42.582	11.548
42.533	11.510
42.599	11.446
42.690	11.471
42.767	11.523
42.871	11.544
42.994	11.535
43.097	11.557
43.175	11.512
43.256	11.465
43.263	11.452
	
43.263	11.452
43.321	11.393
43.404	11.344
43.456	11.268
43.511	11.194
43.582	11.135
43.634	11.059
43.685	10.983
43.737	10.907
43.795	10.837
43.857	10.771
43.919	10.704
43.981	10.637
44.051	10.576
44.118	10.515
44.203	10.469
44.285	10.421
44.369	10.375
44.469	10.369
44.565	10.395
44.680	10.397
44.803	10.395
44.919	10.380
45.012	10.414
45.075	10.480
45.155	10.527
45.236	10.573
45.324	10.612
45.412	10.638
45.493	10.686
45.575	10.731
45.668	10.764
45.732	10.829
45.829	10.808
45.916	10.777
46.018	10.752
46.131	10.763
46.232	10.750
46.308	10.695
46.415	10.670
46.528	10.669
46.632	10.688
46.729	10.716
46.805	10.768
46.868	10.834
46.950	10.879
47.042	10.909
47.118	10.961
47.182	11.026
47.260	11.076
47.358	11.102
47.461	11.123
47.563	11.100
47.654	11.056
47.771	11.057
47.881	11.071
47.981	11.095
48.096	11.095
48.206	11.108
48.304	11.134
48.379	11.186
48.452	11.241
48.541	11.278
48.658	11.275
48.776	11.253
48.884	11.233
48.972	11.269
49.065	11.302
49.156	11.335
49.248	11.368
49.368	11.365
49.437	11.418
49.537	11.442
49.650	11.429
49.753	11.448
49.862	11.460
49.963	11.481
50.055	11.512
50.139	11.554
50.229	11.589
50.320	11.623
50.404	11.665
50.452	11.751
50.495	11.846
50.590	11.874
50.692	11.895
50.809	11.891
50.892	11.839
50.961	11.777
51.062	11.748
51.175	11.748
51.159	11.662
51.165	11.560
51.114	11.484
51.058	11.406
51.021	11.306
51.029	11.196
51.048	11.098
51.131	11.047
51.090	10.965
51.103	10.867
51.105	10.759
51.086	10.654
51.105	10.555
51.074	10.462
51.001	10.413
50.975	10.345
51.084	10.355
51.154	10.391
51.244	10.346
51.275	10.266
51.194	10.251
51.111	10.301
51.004	10.289
50.920	10.258
50.862	10.185
50.865	10.083
50.845	9.9714
50.812	9.8681
50.783	9.7630
50.762	9.6458
50.753	9.5275
50.742	9.4056
50.728	9.3080
50.695	9.2091
50.670	9.0967
50.620	9.0303
50.554	8.9681
50.494	8.9003
50.449	8.8131
50.405	8.7258
50.369	8.6428
50.316	8.5653
50.254	8.5003
50.199	8.4269
50.156	8.3386
50.119	8.2433
50.083	8.1681
50.007	8.1208
49.944	8.0572
49.881	7.9936
49.838	7.9069
49.802	7.8103
49.792	7.6939
49.772	7.5847
49.728	7.4983
49.682	7.4144
49.637	7.3305
49.589	7.2494
49.544	7.1656
49.504	7.0764
49.460	6.9914
49.409	6.9158
49.364	6.8322
49.315	6.7541
49.264	6.6772
49.217	6.5953
49.174	6.5105
49.137	6.4189
49.113	6.3100
49.088	6.2039
49.065	6.0978
49.039	5.9930
49.004	5.8991
48.965	5.8094
48.923	5.7278
48.880	5.6433
48.820	5.5803
48.755	5.5228
48.681	5.4769
48.625	5.4086
48.553	5.3603
48.489	5.3025
48.430	5.2383
48.370	5.1742
48.314	5.1069
48.251	5.0480
48.206	4.9678
48.164	4.8839
48.119	4.8025
48.105	4.7164
48.064	4.6311
48.019	4.5511
47.971	4.4767
47.923	4.4005
47.874	4.3261
47.825	4.2514
47.771	4.1836
47.715	4.1167
47.662	4.0475
47.622	3.9953
47.159	3.5362
46.670	3.0765
46.260	2.6023
45.519	1.9913
44.879	1.7324
44.188	1.1499
43.468	0.48080
43.044	0.013200
43.028	0.0000
	
40.177	15.686
40.144	15.626
40.116	15.729
40.078	15.824
39.992	15.862
39.920	15.804
39.866	15.759
39.978	15.738
39.993	15.644
39.905	15.658
39.972	15.596
40.081	15.568
40.206	15.573
40.320	15.550
40.338	15.625
40.257	15.679
40.192	15.689
	
52.245	12.166
52.323	12.138
52.421	12.126
52.470	12.193
52.375	12.200
52.261	12.217
52.158	12.228
52.189	12.171
52.242	12.168
	
54.405	12.570
53.479	12.656
54.405	12.570
	
53.103	12.129
	
31.296	2.2213
31.396	2.2573
31.440	1.9625
31.274	1.6461
30.972	1.4447
30.735	1.1499
30.562	1.1355
30.555	1.2434
	
30.555	1.2434
30.511	1.4807
30.655	1.6461
30.907	1.8762
31.080	2.0128
31.188	2.1135
31.267	2.1782
31.295	2.2214
	
32.712	23.955
32.863	23.935
32.971	23.771
32.964	23.606
32.921	23.494
33.022	23.316
32.986	23.184
32.943	23.045
33.094	23.012
33.209	22.819
33.173	22.746
33.050	22.919
32.834	22.965
32.640	22.952
32.511	22.766
32.410	22.647
32.266	22.574
32.187	22.707
31.950	22.640
31.842	22.414
31.655	22.315
31.417	22.175
31.345	21.995
31.194	21.761
31.036	21.520
30.827	21.326
30.626	21.138
30.561	20.970
30.353	20.802
30.259	20.749
30.338	20.870
30.482	21.058
30.583	21.246
30.813	21.460
31.022	21.621
31.086	21.815
31.201	21.995
31.266	22.155
31.273	22.288
31.482	22.348
31.619	22.441
31.684	22.534
31.568	22.667
31.662	22.707
31.892	22.693
32.079	22.813
32.273	22.727
32.439	22.786
32.511	22.919
32.568	23.091
32.727	23.329
32.770	23.494
32.561	23.448
32.475	23.560
32.518	23.692
32.669	23.771
32.784	23.738
32.755	23.850
32.633	23.949
32.712	23.955
	
32.535	30.000
32.576	29.919
32.639	29.830
32.674	29.713
32.703	29.590
32.749	29.485
32.818	29.403
32.873	29.307
32.928	29.211
33.001	29.132
33.075	29.056
33.133	28.963
33.192	28.871
33.212	28.759
33.234	28.636
33.294	28.544
33.366	28.466
33.428	28.379
33.501	28.302
33.577	28.229
33.659	28.159
33.725	28.077
33.802	28.004
33.864	27.917
33.944	27.846
34.047	27.800
34.175	27.798
34.280	27.847
34.366	27.913
34.403	28.015
34.391	28.141
34.405	28.262
34.446	28.363
34.485	28.465
34.526	28.565
34.566	28.666
34.592	28.778
34.628	28.882
34.658	28.992
34.694	29.097
34.737	29.196
34.779	29.296
34.831	29.389
34.900	29.423
	
37.911	24.172
37.403	24.354
36.786	25.758
35.772	27.027
35.198	27.969
34.791	28.535
34.890	29.493
	
41.866	16.685
41.911	16.721
41.827	16.774
41.771	16.852
41.721	16.809
41.795	16.747
41.860	16.677
41.867	16.682
	
41.799	16.929
41.820	16.859
41.869	16.775
41.898	16.819
41.857	16.912
41.798	16.929
	
42.685	16.409
42.420	17.067
41.869	17.828
41.152	18.712
40.744	19.611
39.939	20.340
39.146	21.106
38.958	21.920
38.782	22.985
37.911	24.172
	
42.057	16.624
42.057	16.694
42.008	16.779
41.963	16.699
42.027	16.627
42.057	16.624
	
42.486	15.286
42.533	15.357
42.492	15.399
42.462	15.299
42.479	15.282
	
43.467	12.700
43.214	13.283
42.949	14.530
42.674	15.248
42.773	15.888
42.685	16.409
	
43.483	12.688
43.580	12.693
43.702	12.699
43.796	12.662
43.886	12.618
43.993	12.637
44.103	12.649
44.219	12.648
44.311	12.685
44.410	12.714
44.529	12.723
44.656	12.722
44.783	12.721
44.893	12.740
44.972	12.791
45.055	12.837
45.149	12.874
45.239	12.913
45.324	12.958
45.416	12.995
45.491	13.052
45.540	13.136
45.587	13.223
45.658	13.284
45.741	13.331
45.835	13.366
45.948	13.380
46.071	13.377
46.191	13.375
46.296	13.398
46.416	13.400
46.523	13.369
46.648	13.358
46.760	13.373
46.861	13.402
46.963	13.428
47.061	13.458
47.160	13.487
47.263	13.512
47.347	13.557
47.432	13.602
47.514	13.650
47.578	13.719
47.634	13.797
47.715	13.847
47.795	13.898
47.896	13.925
48.011	13.936
48.137	13.935
48.258	13.938
48.387	13.927
48.516	13.922
48.608	13.955
48.678	14.019
48.756	14.073
48.829	14.132
48.894	14.200
48.958	14.272
49.015	14.351
49.062	14.441
49.120	14.518
49.203	14.566
49.292	14.604
49.382	14.644
49.475	14.681
49.559	14.728
49.660	14.755
49.769	14.773
49.874	14.791
49.990	14.800
50.096	14.821
50.190	14.856
50.283	14.892
50.377	14.927
50.468	14.966
50.570	14.990
50.664	15.026
50.746	15.075
50.834	15.112
50.936	15.137
51.040	15.161
51.156	15.169
51.265	15.185
51.357	15.221
51.452	15.257
51.531	15.310
51.598	15.379
51.665	15.448
51.766	15.474
51.866	15.501
51.964	15.533
52.062	15.563
52.185	15.556
52.262	15.613
52.256	15.716
52.241	15.823
52.209	15.914
52.257	16.000
52.304	16.096
52.353	16.190
52.419	16.261
52.488	16.328
52.569	16.381
52.648	16.436
52.732	16.485
52.827	16.519
52.923	16.553
53.012	16.596
53.106	16.632
53.208	16.659
53.302	16.696
53.400	16.727
53.498	16.755
53.609	16.770
53.718	16.787
53.809	16.826
53.904	16.864
53.992	16.907
54.072	16.961
54.170	16.993
54.291	16.994
54.407	17.002
54.525	17.003
54.652	16.978
54.772	16.947
54.898	16.928
54.976	16.984
55.060	17.034
55.135	17.096
55.192	17.181
55.250	17.265
55.253	17.371
55.250	17.485
55.308	17.566
55.378	17.635
55.446	17.707
55.512	17.781
55.597	17.830
55.706	17.848
55.811	17.870
55.920	17.888
56.025	17.909
56.137	17.922
56.257	17.914
56.349	17.953
56.424	18.016
56.492	18.089
56.548	18.179
56.585	18.293
56.617	18.416
56.634	18.540
56.688	18.631
56.744	18.724
56.822	18.783
56.906	18.835
57.005	18.867
57.088	18.921
57.169	18.951
57.289	18.952
57.397	18.973
57.510	18.986
57.628	18.990
57.722	19.028
57.784	19.111
57.759	19.208
57.736	19.308
57.694	19.396
57.687	19.504
57.676	19.612
57.676	19.728
57.707	19.851
57.712	19.970
57.713	20.072
57.776	20.155
57.844	20.231
57.904	20.315
57.967	20.399
58.033	20.487
58.106	20.557
58.191	20.566
58.237	20.480
58.323	20.419
58.438	20.423
58.502	20.505
58.558	20.600
58.614	20.694
58.675	20.782
58.733	20.874
58.783	20.978
58.838	21.074
58.905	21.154
58.975	21.229
59.057	21.289
59.140	21.348
59.217	21.413
59.281	21.498
59.340	21.591
59.404	21.677
59.469	21.762
59.532	21.850
59.591	21.943
59.642	22.047
59.667	22.172
59.710	22.282
59.755	22.396
59.725	22.493
59.641	22.559
59.577	22.635
59.443	22.645
59.331	22.692
59.254	22.762
59.180	22.833
59.152	22.933
59.107	23.017
59.018	23.079
58.947	23.152
58.912	23.247
58.836	23.320
58.781	23.404
58.720	23.480
58.646	23.552
58.543	23.606
58.420	23.643
58.293	23.656
58.182	23.706
58.079	23.759
57.960	23.777
57.820	23.793
57.687	23.817
57.569	23.861
57.460	23.908
57.338	23.950
57.219	23.993
57.118	24.048
57.035	24.114
56.936	24.171
56.820	24.214
56.759	24.294
56.695	24.372
56.622	24.445
56.555	24.521
56.478	24.591
56.389	24.655
56.343	24.745
56.304	24.840
56.276	24.938
56.265	25.051
56.267	25.171
56.269	25.292
56.265	25.409
56.269	25.531
56.244	25.633
56.251	25.743
56.312	25.836
56.346	25.941
56.329	26.050
56.319	26.154
56.375	26.251
56.290	26.301
56.195	26.251
56.101	26.201
56.035	26.114
55.987	26.007
55.936	25.900
55.856	25.833
55.785	25.754
55.706	25.699
55.612	25.648
55.542	25.568
55.470	25.497
55.404	25.413
55.350	25.323
55.260	25.267
55.187	25.191
55.099	25.135
55.017	25.070
54.939	25.005
54.888	24.902
54.797	24.849
54.696	24.809
54.636	24.731
54.584	24.644
54.561	24.553
54.505	24.494
54.379	24.486
54.426	24.411
54.369	24.344
54.275	24.298
54.180	24.271
54.086	24.222
54.015	24.145
53.919	24.098
53.794	24.089
53.663	24.087
53.537	24.079
53.401	24.096
53.274	24.127
53.150	24.141
53.037	24.185
52.892	24.198
52.758	24.198
52.619	24.208
52.524	24.161
52.439	24.102
52.364	24.029
52.249	24.007
52.125	24.021
51.993	24.021
51.855	24.040
51.748	24.087
51.698	24.175
51.678	24.284
51.588	24.262
51.494	24.309
51.372	24.296
51.342	24.373
51.379	24.473
51.345	24.538
51.349	24.638
51.418	24.716
51.444	24.826
51.505	24.914
51.548	25.023
51.541	25.142
51.541	25.266
51.481	25.348
51.473	25.468
51.480	25.597
51.495	25.684
51.543	25.788
51.559	25.894
51.465	25.952
51.365	26.006
51.315	26.097
51.222	26.156
51.116	26.144
51.048	26.063
50.989	25.970
50.964	25.840
50.929	25.722
50.882	25.616
50.817	25.532
50.748	25.450
50.753	25.344
50.761	25.240
50.741	25.133
50.774	25.032
50.799	24.941
50.812	24.848
50.750	24.761
50.702	24.848
50.645	24.932
50.598	25.023
50.536	25.103
50.518	25.212
50.498	25.323
50.461	25.423
50.376	25.501
50.312	25.580
50.236	25.650
50.168	25.726
50.110	25.810
50.074	25.910
50.077	26.035
50.149	26.111
50.174	26.218
50.149	26.327
50.093	26.412
50.026	26.490
50.013	26.604
50.019	26.714
49.956	26.792
49.871	26.858
49.785	26.924
49.693	26.984
49.593	27.039
49.498	27.097
49.389	27.132
49.296	27.192
49.267	27.298
49.214	27.387
49.254	27.464
49.158	27.522
49.057	27.577
48.978	27.647
48.924	27.735
48.865	27.820
48.741	27.857
48.678	27.939
48.629	28.032
48.570	28.117
48.536	28.220
48.480	28.308
48.443	28.409
48.393	28.501
48.328	28.565
	
50.557	26.235
	
48.326	28.563
48.304	28.662
48.274	28.769
48.199	28.843
48.156	28.941
48.125	29.048
48.085	29.148
48.061	29.260
47.960	29.315
47.817	29.334
47.713	29.359
47.773	29.450
47.875	29.499
47.987	29.537
48.109	29.564
48.202	29.621
48.270	29.696
48.221	29.790
48.127	29.851
48.030	29.910
47.999	30.000
	
48.245	30.000
48.322	29.963
48.431	29.915
48.499	29.993
48.504	30.000
	
60.000	25.323
59.752	25.348
57.415	25.708
56.301	27.135
54.361	26.552
52.751	27.135
51.262	28.096
50.072	29.868
49.784	30.000
	
56.169	26.928
55.761	26.632
56.169	26.928
	
53.961	26.481
	
54.494	25.904
	
52.313	24.523
	
52.585	24.337
	
53.207	24.291
	
53.621	24.170
53.722	24.157
53.814	24.178
53.884	24.171
53.846	24.219
53.781	24.286
53.676	24.254
53.620	24.171
	
58.597	20.244
58.671	20.291
58.724	20.379
58.776	20.461
58.856	20.522
58.842	20.587
58.858	20.693
58.780	20.647
58.728	20.558
58.687	20.456
58.603	20.402
58.580	20.309
58.595	20.249
	
68.025	23.774
67.340	24.128
66.667	25.185
65.155	25.275
65.000	25.315
	
73.578	15.755
73.170	16.882
72.849	18.192
72.816	19.147
72.584	19.888
72.584	21.030
72.441	21.731
72.739	22.214
72.132	22.306
71.525	20.978
70.443	20.802
68.919	22.347
70.200	22.705
69.427	22.817
68.135	23.571
68.025	23.774
	
73.611	15.744
73.821	15.317
73.942	14.953
	
88.890	21.628
88.261	21.535
88.118	22.091
86.958	21.360
85.457	19.617
83.558	17.981
81.427	16.308
79.981	15.285
80.036	14.181
80.268	13.233
79.738	11.404
79.595	10.271
78.899	9.2665
77.917	8.3683
76.338	9.7475
75.035	12.380
74.097	14.728
73.942	14.953
	
90.000	22.012
89.586	21.844
88.890	21.628
	
80.025	9.8131
79.904	8.7410
79.893	6.5108
81.814	7.5340
81.107	8.8177
80.025	9.8131
	
61.615	25.158
60.000	25.323
	
65.000	25.315
63.478	25.238
61.725	25.038
61.615	25.158
	
107.95	21.474
109.06	21.577
109.62	20.906
110.56	21.329
112.07	21.752
112.97	22.122
113.52	22.275
113.87	22.593
114.21	22.511
114.49	22.453
114.48	22.506
114.46	22.554
114.42	22.586
114.37	22.604
114.31	22.587
114.26	22.567
115.01	22.746
116.05	22.848
116.79	23.398
117.46	23.814
117.99	24.471
118.71	24.763
119.16	25.375
119.63	25.964
119.61	26.539
120.00	26.803
	
104.05	1.4362
103.82	1.5027
104.05	1.4362
	
92.269	20.885
91.441	22.777
90.546	22.234
90.000	22.012
	
98.573	10.173
98.672	11.838
98.352	13.751
97.711	16.213
96.828	17.242
95.272	15.840
94.267	16.074
94.388	18.202
93.825	19.304
92.644	20.367
92.269	20.885
	
100.21	6.4447
98.926	8.0392
98.639	9.9659
98.573	10.173
	
102.22	6.1913
103.50	4.9777
103.94	2.6549
103.65	1.4695
102.99	1.8019
101.13	3.5626
100.44	5.7062
100.21	6.4447
	
102.99	11.642
102.08	12.466
100.93	12.985
100.07	13.039
99.345	10.718
99.908	9.2446
100.71	7.2592
102.22	6.1913
	
104.49	10.468
103.70	10.882
103.11	11.425
102.99	11.642
	
107.05	17.030
108.12	16.149
108.69	15.456
109.20	13.665
109.35	12.704
109.16	11.925
108.57	11.143
107.05	10.468
106.54	9.7257
105.90	9.2884
104.83	9.3978
104.49	10.468
	
107.95	21.474
106.83	20.833
105.66	19.032
106.96	17.168
107.05	17.030
	
110.50	20.065
110.55	19.105
109.52	18.276
109.17	19.742
110.50	20.065
	
104.00	10.446
	
98.385	8.1160
	
98.528	11.805
	
98.341	11.762
	
98.374	12.672
	
92.931	13.524
92.666	12.098
92.843	12.261
92.931	13.524
	
93.847	7.2811
93.759	7.3031
	
90.613	22.685
	
114.04	22.339
114.01	22.314
113.96	22.289
113.91	22.282
113.86	22.255
113.83	22.220
113.86	22.189
113.90	22.192
113.95	22.214
113.98	22.179
114.00	22.178
114.00	22.220
114.01	22.258
114.03	22.302
114.04	22.336
	
114.20	22.286
114.15	22.281
114.14	22.250
114.19	22.235
114.21	22.193
114.23	22.227
114.25	22.208
114.24	22.257
114.20	22.287
114.20	22.287
	
95.327	5.6069
95.614	5.6289
96.663	5.2537
98.065	4.6905
99.091	3.6622
100.60	2.3226
101.44	1.8241
102.22	1.3254
103.17	1.0261
103.13	0.43860
103.60	0.47180
103.57	0.0000
	
99.824	0.0000
99.268	0.67140
98.076	2.3005
97.215	3.4741
